2009.04.01 12:55:51  39.4417   28.1510       16.3      2.8  -.-  -.-   BIGADI« (BALIKESIR)
2009.04.01 12:31:51  39.1390   27.4897       13.2      2.8  -.-  -.-   SOMA (MANISA)
2009.04.01 11:51:31  39.1958   28.9133        8.7      2.7  -.-  -.-   SIMAV (K‹TAHYA)
2009.04.01 09:04:29  38.0905   27.4665        5.6      3.1  -.-  -.-   «IRPI-BAYINDIR (IZMIR)
2009.04.01 05:07:33  39.0787   29.0077       12.1      2.8  -.-  -.-   SIMAV (K‹TAHYA)
2009.04.01 05:06:00  39.0645   28.9913       10.5      2.8  -.-  -.-   SIMAV (K‹TAHYA)
2009.03.31 23:58:11  39.1388   29.4572        4.7      3.0  -.-  -.-   «AVDARHISAR (K‹TAHYA)
2009.03.31 20:33:11  39.6280   38.0158       15.9      3.0  -.-  -.-   KARACA÷REN-IMRANLI (SIVAS)
2009.03.31 15:37:01  39.9215   27.6123       11.6      2.6  -.-  -.-   DANISMENT-BALYA (BALIKESIR)
2009.03.31 14:21:10  39.4152   26.7837        5.4      3.1  -.-  -.-   EDREMIT K÷RFEZI (EGE DENIZI)
2009.03.31 13:51:32  39.6067   29.6463       18.7      2.8  -.-  -.-   K÷PR‹÷REN- (K‹TAHYA)
2009.03.31 13:31:00  39.4145   28.1672       15.0      2.9  -.-  -.-   BIGADI« (BALIKESIR)
2009.03.31 12:29:21  38.9392   29.9445        5.4      2.8  -.-  -.-   DUMLUPINAR (K‹TAHYA)
2009.03.31 11:40:51  38.9027   26.9450       13.0      3.1  -.-  -.-   CANDARLI K÷RFEZI (EGE DENIZI)
2009.03.31 10:40:03  39.6713   29.4607        5.0      3.0  -.-  -.-   TUN«BILEK-TUN«BILEK (K‹TAHYA)
2009.03.31 09:33:19  40.4567   42.3595        5.0      3.3  -.-  -.-   GAZILER-SENKAYA (ERZURUM)
2009.03.31 08:52:06  40.2748   27.4098       17.6      2.5  -.-  -.-   SINEK«I-BIGA («ANAKKALE)
2009.03.31 05:44:02  38.3285   38.9183       14.5      3.0  -.-  -.-   DOGANYOL (MALATYA)
2009.03.31 05:20:00  38.9243   23.8133        6.1      -.-  3.7  -.-   YUNANISTAN
2009.03.31 01:22:37  38.8490   25.9950        8.9      -.-  3.7  -.-   EGE DENIZI
2009.03.31 00:19:31  38.7788   30.4008        5.0      -.-  3.5  -.-   AFYON
2009.03.30 23:17:43  38.5660   27.2380        3.0      3.0  -.-  -.-   EMIRALEM-MENEMEN (IZMIR)
2009.03.30 22:48:12  37.8915   27.3535        5.0      3.3  -.-  -.-   SEL«UK (IZMIR)
2009.03.30 20:29:36  40.2258   27.0117        3.5      2.9  -.-  -.-   BAKACAK-BIGA («ANAKKALE)
